applicant_id,age,income,employment_years,credit_score,loan_amount,loan_term_months,existing_loans_count,marital_status,education_level,loan_purpose,loan_approved
38538e71-2252-48c7-8da9-622c99194030,34,35791,6,369,35717,36,1,Married,Bachelor,Business,0
1212d2da-16f1-467b-8b54-9a659f577da3,46,72627,33,758,6705,24,3,Single,Bachelor,Business,1
5a0788e4-1456-4efa-a142-e3b9efe4d29f,24,148885,6,681,33517,12,4,Divorced,High School,Personal,1
e5564c4a-c2bd-41e4-99a6-14a76bbfea1a,45,34372,6,793,8758,24,4,Single,High School,Home,1
467cc82c-5a6a-4fc5-87c1-4d44225ff391,62,134239,35,396,24227,12,1,Married,High School,Car,1
bee97cc2-cd00-4411-8e0a-6fa43f0ec5c1,45,112890,6,523,39964,60,4,Married,Bachelor,Home,0
c7da3550-ce12-4871-abb8-edbf04e014a4,38,68469,19,580,37027,12,1,Married,High School,Personal,0
07ca1050-1718-484d-8743-70bfae563c3e,60,129554,17,632,7133,48,1,Divorced,High School,Home,1
d4bd2a39-a62c-47f8-bbe0-2928b32dfe62,28,107073,13,704,7578,48,3,Married,High School,Personal,1
afc6c378-f9bc-45da-be1e-cab3883a6fde,59,138822,39,795,38581,48,0,Married,Master,Car,1
7c8c11f0-4772-42c3-9d74-f4fb7612da78,60,54370,13,485,11551,36,1,Single,Master,Business,1
914e35fc-248c-4c2b-80e1-af7466effe5d,34,71408,20,337,39395,48,0,Married,Bachelor,Car,0
ed1eddbc-a8a4-4378-973e-c8388a6a20ec,52,110941,26,787,41360,12,2,Single,Master,Personal,1
897562c3-1715-43ab-b88a-983021837e84,58,127351,25,805,7580,24,4,Divorced,Bachelor,Personal,1
3af715cc-a50a-47e6-9829-b287907737a4,53,43703,26,788,8932,36,2,Married,Master,Business,1
c57278a1-5e9e-4dba-9fb0-071c73c95613,43,35234,23,356,13487,60,2,Divorced,Master,Personal,0
e2dba570-20e8-4a90-9804-38e0404bdaa2,35,27532,4,811,12113,36,1,Married,Master,Car,0
3d3741c3-e5ee-40e0-8b3c-77be453ac765,53,125670,37,547,41019,24,2,Married,Bachelor,Car,1
c64b2378-b0be-4a00-b154-43f661fd7cdb,45,55416,27,403,22538,48,1,Married,Bachelor,Business,0
3b0acfa3-b90e-481e-b893-6401231b1a16,37,92439,31,359,33556,24,4,Single,High School,Personal,0
8a88098d-159e-4ff8-936b-da15d9a9abe6,53,38242,23,537,42895,36,4,Single,Master,Personal,0
d5577867-3129-4755-98a8-7f7cd3879499,22,70254,5,670,5887,36,2,Single,Bachelor,Car,1
ae705d81-691a-4772-965f-659c4ebc001d,34,99324,9,325,24656,36,1,Married,High School,Personal,1
ebfa08b5-377c-4580-944f-d8628d754414,60,55249,2,692,23816,24,3,Married,PhD,Personal,0
4316af37-5299-4e56-8177-5b07bca51cf1,60,120124,6,409,41365,12,3,Married,PhD,Car,0
3eb78aa9-8894-42d9-94bc-e4f19ffd4832,59,115049,28,691,29395,12,0,Single,PhD,Personal,1
bbc35911-54bf-426d-bba8-0e8bc34943d9,26,128575,33,553,10525,48,0,Single,PhD,Business,1
dc3d3c25-96d7-40db-82ea-7a39e274e25a,26,105078,6,396,48380,60,0,Divorced,Bachelor,Car,0
a9329754-677c-4c22-a935-3c9bfd3b7524,23,52294,16,837,35718,24,2,Single,Bachelor,Car,0
451e20ad-6025-4ad9-9b3b-6d588dd29f00,27,79784,12,403,26002,12,1,Divorced,High School,Business,1
1ac2e324-2ce6-4c61-91da-4d4959539c5c,28,23684,20,795,30410,48,0,Divorced,PhD,Business,0
cf6f6b0f-5b6c-4b88-ad91-4e22da12938f,62,43795,30,513,8480,60,1,Single,Bachelor,Home,1
58756307-d18b-47ed-9912-182003cc2fc8,35,144135,8,412,25990,48,2,Married,High School,Business,1
725e00a6-4848-4328-a094-58567aab3865,49,80301,12,611,36577,48,1,Single,Master,Car,0
f8fd3d01-bf3c-40da-be1c-3b6cd54cf0c7,53,89187,16,400,46171,60,1,Divorced,Master,Business,0
cdd36e84-5cc9-41a2-9eec-9eaaec11c80b,50,30431,7,383,24056,36,2,Married,Bachelor,Personal,0
84f626a7-5d24-4efd-a102-0fed18571d85,59,95667,8,601,9032,12,3,Single,PhD,Personal,1
7dd8d316-91aa-4cae-9c62-c2e84bedd63a,47,109627,8,516,49042,12,1,Married,Master,Business,0
5eb32426-745a-4dc4-b1ee-41ed7159d925,56,110381,39,840,27377,60,1,Divorced,PhD,Car,1
f584f815-b0dc-419d-a9de-ceda8bae9561,49,110027,29,391,31277,12,4,Single,PhD,Personal,1
c48b0150-4efc-42f9-aa30-29802e3697af,58,141569,6,751,12425,24,4,Married,Master,Business,1
873e3922-d1f0-4043-828d-841837eb99f6,53,75372,16,370,35773,24,0,Divorced,PhD,Car,0
3779ba74-fe28-4f72-89ec-22cd1a41c828,57,90366,38,824,17892,24,0,Single,Bachelor,Home,1
2e98eaad-67da-4672-8d50-289dfcd46588,47,114176,37,700,25230,60,2,Single,High School,Personal,1
23cc714c-2885-49de-9f68-569fa83b9ca3,53,139667,4,380,25400,48,2,Married,Master,Home,1
205ee62d-ee46-4476-b6d5-68d380ed16d6,24,92870,16,399,21679,48,4,Married,PhD,Personal,1
cf8eaa20-5ba8-4fd5-bb2c-07367924143c,42,67387,39,517,45492,36,4,Married,High School,Car,0
d7d959ed-cd2f-4d6c-8074-045a64f384b9,22,72927,0,424,21309,36,0,Single,Master,Home,1
6632a603-4632-4178-aa2b-8e647e094cff,30,29304,15,500,9483,24,4,Married,Bachelor,Business,1
14dfdd72-61af-4629-9fbb-113abaf8aa04,25,133183,16,301,36850,24,1,Married,PhD,Car,1
bdb93537-26c2-4830-bcb5-c98a25cfc19a,30,37032,29,319,19113,60,1,Married,Bachelor,Home,0
d592e6d0-2eff-4065-a28b-0e7daed21d60,53,111291,30,479,39264,24,4,Single,High School,Personal,0
0bc96e3e-c430-475f-b753-f285fc993957,58,132889,34,708,49039,24,2,Single,PhD,Business,1
b508c309-1805-4a8c-b47e-2be448b13182,33,79486,7,361,22951,24,0,Divorced,Bachelor,Business,1
9eece82d-8c9d-46fe-84b0-8632c74f4760,51,85552,29,572,27417,12,1,Single,High School,Home,1
daf39a50-fc72-4892-b617-22ab70436990,56,93844,38,309,36911,48,2,Single,PhD,Business,0
685ad50b-14fb-471b-9999-9dc06845a2ed,44,49654,20,839,26834,12,4,Married,PhD,Home,0
0805be91-9474-4083-a985-5c7655f8ec03,35,59244,14,759,6975,24,0,Married,High School,Personal,1
5fd437cb-3bfa-431a-9d4d-f439e619df41,49,25942,33,360,9132,24,0,Single,PhD,Business,0
36e51fea-80c8-4b8c-b25e-cba871f53665,28,70697,26,357,12398,12,2,Single,Master,Personal,1
a6df84e9-c7cb-4e6e-8b52-f6f9f4acda4b,25,146031,1,599,9278,12,2,Married,High School,Business,1
62406a4b-ed83-4495-8ea3-a79f1b3db61b,49,22693,9,796,12925,60,2,Married,High School,Personal,0
3f13c089-15b8-475d-9312-ce5aa1fe4a2f,24,76751,4,638,18833,60,4,Married,Bachelor,Business,1
fab34c53-fa37-41a0-8df9-513e893b9d91,32,101098,26,551,9165,24,4,Divorced,High School,Car,1
c8641e71-7ba2-43b4-a38e-5e03918fbd99,22,138777,3,706,21847,12,2,Married,Master,Business,1
7ad962b6-af68-4347-89a2-67babef0eacc,47,26259,12,555,37472,60,4,Divorced,High School,Personal,0
8856cfe9-fd73-4e48-827c-acb3486c7456,51,139746,16,680,38697,36,0,Single,PhD,Car,1
59d6f6a8-aae3-4675-912c-07da7d0c2a8d,56,133883,20,444,45441,12,3,Married,Bachelor,Personal,0
c65a1bbd-3f5f-49e9-be06-b581360bf4b5,56,127772,22,640,45439,48,4,Divorced,High School,Home,1
8f61f40f-9c3e-4cb4-8c15-2d017cffdec8,46,137928,32,702,12918,36,0,Married,High School,Home,1
90156872-98e6-4204-8006-0922e1a505a7,63,24942,14,587,8911,36,3,Married,Bachelor,Car,0
8b2786a2-9711-412d-b972-b5ce499562ef,47,67419,13,513,27928,12,3,Single,High School,Home,0
f353891b-c3fd-4a5b-9de7-620a50d0fef2,25,122092,8,831,9412,24,2,Divorced,PhD,Car,1
f954639d-5523-4917-82d2-038573594475,40,76105,36,847,38485,48,2,Divorced,PhD,Car,0
6f4d4aaf-2491-460a-9716-50fdb7292b66,31,85907,29,510,11365,60,0,Married,High School,Business,1
b8509096-9e68-4afb-a0f2-9e0e508ec8a9,30,47383,28,470,22041,60,2,Single,Bachelor,Car,0
fa9be582-1209-48b7-a98e-bb65d78eb462,60,43404,22,837,6212,24,3,Single,Master,Personal,1
2aac8038-5c5b-45d3-9c7b-ebe5f4eea745,58,92656,33,562,33397,48,0,Single,Master,Car,0
0897c238-6329-4f26-abe4-7271bab9c405,26,25702,6,689,11435,48,0,Married,Master,Personal,0
456510ab-19ce-4124-b9f3-1493c120efa2,28,93883,8,720,33628,36,0,Single,Master,Home,1
6ae586ee-98e2-4cb1-a149-02778a1f7752,43,120965,3,361,5757,36,2,Single,PhD,Home,1
46b5d583-ce17-426b-99d6-b273ab179f25,46,76332,1,385,44670,48,2,Single,PhD,Business,0
d539c973-0937-4909-8ea7-fb9bd79ac489,63,59419,26,790,10536,12,2,Divorced,Master,Business,1
dbcc22a8-56ea-4304-bfdf-ce34975f5212,32,110576,32,359,19271,12,4,Single,PhD,Home,1
ccd0d164-88a6-47b3-abab-0ffcdd703153,46,123182,31,776,35757,12,4,Single,Master,Business,1
895ad9d3-71ca-46e4-aedc-4fa6a4b75a51,33,131395,36,619,10572,48,4,Married,Bachelor,Business,1
146966a8-8e25-4925-819a-9d9e709d6153,60,122619,26,351,30806,60,0,Divorced,Bachelor,Business,1
b0847f75-4018-4372-b072-7767ce4c1992,38,108078,27,376,32549,12,2,Single,High School,Home,1
2dedafdb-2682-43f6-b046-9f2a85e863e9,45,128269,2,418,32834,60,4,Single,High School,Business,1
f874a6fd-abb7-42cc-9131-f075a13c1df1,53,93844,35,481,31588,12,0,Divorced,Bachelor,Car,1
e2995298-70c6-490c-b6bb-3155b3c76bd2,60,59242,7,805,49635,48,3,Divorced,Master,Home,0
d947e1c5-0735-48aa-9602-d1e8ef8e67b0,63,144983,36,452,10125,12,4,Single,Master,Personal,1
5b0296dd-6f0f-4273-8842-74b854cec87e,32,54142,37,317,42861,60,0,Divorced,PhD,Car,0
61cea8c5-d317-401c-9695-296e39370b64,64,129699,21,363,26976,24,1,Single,Bachelor,Personal,1
bdddb8f8-6f70-4893-bf1b-ab3dafc2d049,56,116226,13,796,35299,60,4,Divorced,Master,Home,1
2554c329-2d25-409e-ab40-be53cf296d78,24,27393,14,378,19848,24,3,Single,Master,Personal,0
cdca7df3-6648-4c2f-a1e3-072ee0ab45be,25,89939,3,358,36501,60,0,Divorced,Bachelor,Business,0
1c6774b2-2ecb-4fcf-b0a9-1e8df03849f2,57,89082,17,710,5082,12,4,Single,Master,Personal,1
1a84aeea-2857-459d-bf3b-16543cd20bc0,28,122281,0,360,12966,12,4,Divorced,Master,Car,1
dc73dea1-3487-45ac-bff8-39f4589c3052,62,48893,11,766,25146,60,1,Divorced,PhD,Home,0
a311e125-8342-45a0-bc3b-96eb2b5736ad,48,29388,16,378,36054,12,0,Single,PhD,Home,0
04978310-43a7-4b50-99dd-67dac568c206,51,138099,18,787,22042,12,0,Married,High School,Car,1
39065c4a-4595-49c1-bef7-89fb6900e0aa,29,127292,35,543,27629,48,0,Divorced,PhD,Home,1
c1d54d8e-7245-4e9a-b8d9-9894c46ec0cc,49,82969,6,507,18599,36,2,Single,High School,Personal,1
7c46c191-4eb5-452c-8f40-28169d4e4298,34,56660,8,386,16064,36,1,Married,Master,Personal,1
cda48481-0184-4cd8-b311-b0a6b13c0620,60,109244,7,338,28524,60,0,Married,Bachelor,Car,1
befe5968-2eb1-42b9-b9ce-920dcb4ac94f,61,44726,24,475,19895,36,1,Single,High School,Personal,0
73999be0-6dc9-487b-985d-40a050053bb1,42,99544,6,777,35586,24,2,Divorced,Master,Personal,1
9b633cbd-080c-402c-ac4e-ba12581178ae,31,121553,7,319,35248,60,0,Single,Master,Home,1
f0e3f99d-46b6-47c2-94cc-b4be48b61ffa,43,82996,23,520,16416,60,1,Divorced,High School,Car,1
9e32c336-04bf-4319-8eec-3fe8ac19a39d,21,20111,16,574,34614,24,1,Married,Bachelor,Business,0
fff2d41a-5645-4d4b-ad7d-a93fb17d0cd1,57,135370,11,453,13885,36,2,Divorced,PhD,Car,1
75c8b03e-481a-45c5-93db-315790383813,41,37545,30,762,9327,24,1,Single,High School,Business,1
4f56b8f5-0548-4166-9fde-a531a8f3402d,46,60168,11,708,24640,12,2,Single,Bachelor,Business,0
0b3290b5-d61f-4336-8b8f-247b4c4ffa48,56,22379,1,550,49487,60,4,Married,Bachelor,Business,0
18b962ae-51f6-4efa-999e-27abdea7e20c,43,115773,11,511,31428,48,1,Single,PhD,Car,1
a9700b15-9107-42d2-9f01-0ce24640c78b,21,131484,26,777,34059,24,2,Divorced,PhD,Business,1
681490c0-70f0-42b3-801c-bc11fed412ed,60,107346,6,718,15871,60,3,Single,Bachelor,Home,1
e5f92b1e-99ac-4dc3-a12d-5bc047266d09,35,61120,12,471,5863,60,0,Single,Master,Personal,1
f2aa5370-d6cd-40c2-b251-83b2d0f45038,41,37809,35,806,47178,24,0,Single,High School,Car,0
c8b1a589-e5ee-48ad-a835-43e8e3f5712e,29,72813,0,502,30625,48,0,Divorced,Bachelor,Car,0
0e8b47df-7165-4b3f-abd7-58d010b019c7,29,94005,34,791,12361,60,2,Divorced,PhD,Car,1
52a74cd8-4cd6-4f85-af60-f07337f0531c,30,47967,29,594,34208,12,2,Married,Master,Home,0
5e39da02-04aa-41f8-9c8f-380304d1d05c,46,29748,30,756,9806,12,0,Divorced,High School,Personal,1
2bfd2dea-799e-44df-84f0-fa43f66d12ef,61,43424,16,445,10383,12,2,Single,High School,Car,1
e8b5a3b8-589a-45d6-a741-db6f0f3ce8be,55,106512,7,537,14686,48,1,Single,Bachelor,Business,1
b29c38fd-afed-405d-a219-8073569f26e6,45,43914,2,723,40104,36,1,Divorced,High School,Home,0
8a45178a-6365-4c26-8bbf-9a41fa96bbdf,46,115603,9,591,21751,12,1,Divorced,Bachelor,Business,1
d191f83d-40f3-4fea-9b32-b9b38c3a4105,31,128411,33,455,21795,24,4,Married,Master,Car,1
594d79f2-dfd1-4e36-b11e-f7c2b2a2e95a,58,98478,21,649,45802,36,0,Divorced,PhD,Business,0
8d69f903-e46c-4f27-811e-da8e9bee3afd,22,39491,3,741,21737,24,3,Married,PhD,Personal,0
38cbc2e9-3499-4dcb-a7b8-9ed94949bfc7,27,69454,31,542,36139,48,0,Married,PhD,Personal,0
537f560d-5e7f-4948-82f8-8020a70a92e9,38,90069,28,506,22722,12,1,Divorced,High School,Business,1
f6340e37-a9a6-491f-bcb0-6bcc42e8407c,47,71925,10,727,21712,60,0,Married,High School,Home,1
a1691d4f-68d7-4146-9401-0f02c0abe21f,54,109119,12,557,47453,12,4,Married,PhD,Home,0
bd2585f4-deac-4545-b924-6b2af1e458f3,47,57049,3,334,45923,48,1,Single,PhD,Home,0
95478667-b246-48d8-879c-951fd296195a,37,47821,1,428,28400,12,4,Single,PhD,Car,0
d0a76c03-2c29-485f-b3be-6d81e6d69b15,63,115797,33,729,16021,12,4,Single,High School,Personal,1
dcc687cb-c4e4-4149-a6df-3b6485490621,64,123072,21,618,6486,12,4,Divorced,PhD,Home,1
d49a67a5-96a0-4c0e-b043-021c5754fa5a,44,49945,4,394,12607,48,1,Single,High School,Personal,1
e903a673-3f85-4e4c-9883-785bb72a234d,45,37384,8,519,37740,12,4,Married,Bachelor,Home,0
387b9b4c-e5ef-487f-8dc9-8822aa739bb3,27,48410,19,600,25119,60,4,Single,High School,Home,0
53639ccf-2481-4da2-9b3e-edbb61885e48,26,97734,20,484,22121,60,3,Single,High School,Business,1
b4b475eb-38e9-4b28-9b59-ddac6886e072,44,83766,16,336,10367,36,0,Divorced,Master,Car,1
0a0d4287-d238-49be-888d-a26e1893a45e,53,114890,11,699,8888,36,3,Divorced,High School,Home,1
4829ec72-ccf4-457b-8d74-eaf3611a9fac,49,136406,27,441,44660,36,0,Divorced,Bachelor,Home,1
ef87da88-846c-4f01-9b21-7754d7f67c7a,63,27169,17,433,42611,36,1,Divorced,Bachelor,Car,0
5f4ac2f2-83f6-4855-b914-3ae543c72cd9,42,60129,2,744,31370,60,3,Single,High School,Business,0
27bbba44-dfa8-4bd1-aeba-05acc9c59186,46,117445,4,587,30878,36,2,Married,Bachelor,Home,1
a968119b-f827-4821-84f4-45bd8e002699,48,23830,13,557,44059,24,1,Married,High School,Home,0
582df65b-b56b-47dd-a810-82969792446f,41,76306,25,338,7668,48,1,Single,Bachelor,Business,1
e9bf4511-82e0-4018-855f-8524599ceb17,27,106940,18,604,9238,48,0,Married,PhD,Business,1
f353ee60-c22d-42d8-9373-e5db034803b4,37,85267,16,582,9166,60,0,Married,PhD,Business,1
605cdcca-f7cc-4fe7-b001-28eab9b7ad08,40,47757,38,825,19240,48,4,Single,Master,Business,0
d581929c-4a6f-4d8b-b568-5eac151a1c01,61,83867,3,706,36030,48,2,Divorced,Master,Personal,0
0645895f-e092-413b-993a-981bccf79e5d,40,55650,34,658,5637,12,1,Single,High School,Home,1
ae23a74b-deeb-4775-a962-ae3c0775e6f4,42,53766,23,677,25946,36,1,Divorced,Master,Personal,0
94e1fb57-f3ed-4bb5-9ae4-b6a3ab182e32,48,101478,12,768,7641,36,3,Married,Bachelor,Home,1
99423980-212f-4c0c-be77-38137fe673e0,60,52419,32,580,49945,12,0,Divorced,Bachelor,Business,0
3dba42ba-a360-459c-a434-048578424df8,27,36668,14,310,16138,60,3,Divorced,High School,Business,0
6aa4cfaa-56bd-484d-9118-e26b7a81de11,21,36246,14,485,13962,24,0,Married,PhD,Business,0
d279713f-30b1-4259-a48e-0d03e301f9dc,52,44996,30,848,36075,60,0,Divorced,High School,Home,0
821e4d46-eab8-4695-b58d-1c294e7e455c,33,71312,27,308,34839,24,3,Married,Master,Car,0
8f83ed44-dfe3-417e-a3c0-aaa9d7ae68e2,50,23065,9,327,10802,24,3,Married,PhD,Home,0
75aa2128-c517-4901-ba81-5e500591283b,43,30467,6,763,12638,12,3,Single,PhD,Business,0
e0adfe4b-9112-4a25-a47a-66e2c4f49fa6,39,70646,32,810,41478,60,0,Single,Bachelor,Car,0
aeaf2943-ac5c-4852-82c2-9290e73f9811,52,130380,6,801,31229,36,2,Single,Bachelor,Car,1
d41adc7a-4ee3-435c-b2d1-b406fabfa45a,50,41007,4,517,24621,60,3,Married,PhD,Business,0
becf6495-8ba9-46b1-bc19-f734feaa63b8,49,88079,25,728,27900,60,0,Divorced,Bachelor,Car,1
b8fb54fa-a317-4046-85f9-fc0a49726874,49,48702,15,302,10989,24,3,Divorced,Master,Car,1
e8996e4d-922c-4b1a-8c5e-65718ac36b70,50,114369,7,486,11507,24,2,Single,PhD,Business,1
d39bfd52-5134-4f8a-b6e7-53466af4d514,36,95569,21,342,10165,36,2,Single,Master,Home,1
89a262ef-fa98-400c-90ca-d7607321ef7d,60,73952,33,710,8706,36,4,Single,Bachelor,Car,1
d30382ca-3608-4a0c-861e-b7195d04afd2,39,78065,39,489,36965,24,4,Married,High School,Business,0
f2882843-04c1-4a00-86d1-a0a5c4ccfa34,38,54169,27,341,35611,60,2,Married,Master,Home,0
8c33e8cf-7e43-4049-af39-734100efd7e2,21,36829,35,396,9114,24,3,Single,PhD,Home,1
ca92b74b-dfbd-4462-b57a-45e9e73f684e,34,80135,6,816,7317,48,4,Married,High School,Car,1
7805b3fa-86cc-4c0f-8935-13d40fa1ee6f,22,24522,39,435,42440,48,0,Single,PhD,Business,0
954ab856-d0be-4e1c-86e0-500d2238da6e,48,105687,27,809,33378,24,2,Divorced,Master,Personal,1
9020cdc5-7682-4c34-a4b0-613a3b7682c7,50,55319,1,818,19323,36,3,Married,PhD,Home,1
4aa8db78-cd64-4dac-a6c8-b018fdeaf977,58,140334,8,336,48871,24,0,Married,Master,Home,0
83d812c2-510f-40d4-9f76-35523e743cc4,24,46543,5,816,30244,60,2,Married,PhD,Personal,0
3df6409f-bf7b-40b2-9725-6d18c01a3f80,21,138576,0,357,19750,48,2,Married,Bachelor,Home,1
a64ec415-035f-4cd1-b2e8-e162909eb953,28,123120,2,454,8814,12,3,Divorced,PhD,Personal,1
5974376c-4ced-49e5-8841-0c1896c7debd,49,137419,9,412,25403,36,3,Divorced,Bachelor,Home,1
4ea9135c-bb71-47b9-8772-362b95484266,59,50473,36,759,42483,12,1,Married,Master,Business,0
e188c368-6ea1-43c3-8599-2a414bab4d79,23,27699,22,741,44414,36,3,Divorced,Master,Business,0
cd6e30da-ceee-45c1-833b-01d2a78f2009,52,88165,32,527,33433,12,0,Single,Bachelor,Home,0
8dbe1ae3-0632-4613-bb85-2e0b14255145,30,60455,8,421,15091,12,4,Divorced,Bachelor,Personal,1
194b515e-0459-44d5-a5b0-d6ef5d616e76,30,95692,12,656,34673,24,3,Single,High School,Home,1
f35da3ec-c298-4a4a-940f-9cbf13de7aa2,39,37441,27,567,23615,36,3,Married,High School,Car,0
e7e661f2-06b1-4308-828f-2c9879d6f1f6,54,50716,6,784,13632,48,4,Single,High School,Business,1
16ef0f2d-99a2-4b98-9231-e7b8160c0a76,53,82175,25,303,21964,12,4,Single,PhD,Personal,1
741621dc-2291-45a2-a728-b0e1f1218648,43,26834,15,777,38143,24,2,Divorced,Bachelor,Business,0
82d9e9c9-3a91-4a82-98f8-09828f31fca0,48,143637,39,420,27465,60,2,Married,PhD,Home,1
7a3a62d9-9b31-498c-8b6f-b9b7103e8883,52,38179,25,785,43345,36,4,Divorced,Bachelor,Car,0
47e10130-7213-4abe-b020-41c4485a4c9c,27,46219,38,518,8801,36,4,Divorced,High School,Business,1
0dc2ac4a-cfa0-4fa4-9810-c076cb89a204,49,123153,31,577,20447,48,4,Married,Bachelor,Car,1
88d54401-0c9f-4520-a140-88610a42841b,28,35782,35,556,11489,12,0,Married,High School,Home,1
a71a0183-01d0-4d6f-8848-1d1b79b4b0bd,21,101363,0,603,31383,24,1,Divorced,High School,Business,1
a05bdd13-dc25-4ed0-90ee-9d1674e48fa1,23,142903,20,342,38496,12,0,Divorced,High School,Car,1
d5978af5-15dc-4eee-85d8-3a7524298f3d,44,94967,12,829,35565,24,1,Single,Master,Business,1
460cd786-adb3-4c7c-8957-654cfb5a538f,43,122454,25,449,48397,48,2,Single,High School,Home,0
bf51124b-76ba-4b43-a608-d94b6c4a416d,28,129593,8,309,9275,12,4,Divorced,Master,Business,1
93ede9d1-ac07-456f-8ecd-a3288f4729cf,57,29496,36,511,40191,60,0,Divorced,High School,Personal,0
0175f970-9fe8-4c7b-851a-3795c5455470,23,108867,22,559,47928,48,4,Divorced,Master,Home,0
80466ff0-b9aa-4cc7-87d6-e71d33ffbaec,53,59238,0,681,44401,48,4,Divorced,High School,Personal,0
17539295-eaf6-4b7e-a765-9f7a4eb01591,48,66025,1,688,7247,36,4,Divorced,Bachelor,Car,1
66fe37c7-c4ef-4c6a-9c33-250c45c7cba3,28,149209,27,635,32319,24,0,Married,Master,Car,1
f97bdfeb-7fb5-4abc-a3bb-a0f2b53f16bc,54,79886,35,304,16048,12,4,Divorced,PhD,Car,1
139bc761-25f2-4aa3-99b6-22d5f7343728,55,43563,30,382,31335,24,2,Divorced,PhD,Personal,0
c15da900-40f4-4dfe-8797-64b29d3f77e7,52,23712,4,305,10574,48,1,Single,PhD,Home,0
33393f50-6850-455d-a466-e054c0a5022f,44,114067,36,451,34663,12,3,Married,High School,Personal,1
1e45e1c6-7637-4b06-ae9c-3c27b072dbfa,34,65489,24,480,43761,60,2,Single,PhD,Car,0
181afb13-1dd9-41cf-af24-2e3caaa5e6cf,52,52664,7,466,26943,24,1,Divorced,Bachelor,Home,0
f72c4593-1f6c-45e2-b1a3-d53941bd29be,63,130799,33,769,6912,24,3,Divorced,PhD,Car,1
de9dcf35-5f3a-4935-98ad-24e80a3c5451,36,32420,38,377,33248,60,4,Divorced,Bachelor,Personal,0
c8fd0342-3067-41fe-a14c-4242e823e6b7,24,74610,31,711,36218,48,2,Divorced,PhD,Personal,0
02b30909-b15b-4f11-8486-6fc4e3c07c1f,57,25315,10,680,14886,24,3,Divorced,PhD,Home,0
66b7f4d9-38ba-4750-ba18-146bc1fe5d5c,41,90917,24,612,42299,36,3,Married,High School,Business,0
884ae0bc-7cbb-4fbe-b802-c661cb3866ae,34,95033,2,694,39505,36,3,Married,Bachelor,Car,0
a6c3854d-41dc-4235-869c-88edc423ead8,51,114576,31,842,43465,12,4,Married,Bachelor,Business,1
535f0b27-ef9e-4330-a399-2644de671f73,38,137862,34,303,37813,60,1,Married,PhD,Home,1
5c551cbb-6a46-481e-af9e-87849570caf4,27,117911,31,408,44787,48,1,Married,PhD,Home,0
01973405-557a-44be-ad06-30735de71782,30,99030,33,392,43659,36,2,Single,PhD,Car,0
4ed386fb-ffbd-4fab-88cf-2a3ca28f9bda,27,83910,36,398,6941,12,4,Single,Bachelor,Business,1
5efe13f3-acb6-4a12-bfd9-482b2b20abed,53,117288,4,491,27444,12,1,Married,High School,Home,1
2d405553-916d-4f8c-8a84-3704cfa6898f,43,80972,27,632,33915,24,2,Divorced,Master,Car,0
d9f76159-376c-4a01-987e-9cc319d086f2,41,141075,27,511,49425,48,1,Divorced,High School,Business,0
693eddc3-f0bd-4705-94de-b0726937a4c7,39,110893,7,506,35968,36,0,Divorced,High School,Car,1
ad49ae90-3627-4b74-a084-a4f1dd09ef40,39,75919,26,655,29158,60,4,Married,PhD,Personal,0
1ca0d071-df65-49b0-8a50-fa1df6d30e75,56,102486,15,552,47238,24,0,Married,Master,Business,0
84a72017-bc52-450c-a448-6d9192177509,49,101288,17,495,30961,36,1,Divorced,High School,Home,1
6030dd57-b51d-4c68-8ba6-4c0f0399aaec,38,122926,24,561,33630,12,1,Single,PhD,Home,1
eeeafe2f-d474-48e1-b6fe-77bc577ac54a,22,24132,0,621,8919,60,0,Single,Master,Home,0
55cc66c3-da8c-47de-ad84-27395afad3bc,21,147153,7,719,31312,12,4,Single,Bachelor,Business,1
e36e896f-c7ba-4681-a269-2c0ad39005e9,25,61598,20,797,32442,24,2,Single,PhD,Business,0
5cc7f056-bf83-4da5-ba39-9c45c75536b5,40,113812,33,631,43826,60,3,Divorced,Bachelor,Car,0
449b214b-b163-4d32-9bb8-f392b44c2a4c,31,125299,23,595,19981,60,0,Single,PhD,Home,1
af77946e-4e4c-429c-95d3-ecc785853cd8,62,40551,36,535,41606,24,4,Married,High School,Personal,0
f6092230-7c8d-42c4-997f-a15d25f83bad,22,112511,25,306,16011,12,4,Married,High School,Personal,1
63864926-604a-45a1-9578-020256230dc8,23,88206,13,833,20819,60,3,Married,PhD,Business,1
0800bd9a-3af1-4313-a770-acefd5291841,43,94900,28,371,26943,48,2,Single,Bachelor,Personal,1
0b98fbcc-44d7-4695-be98-73776bf9bded,32,46296,29,799,40418,48,2,Married,Master,Home,0
c259c6cc-5288-4d73-a4df-2aafcbe41eb8,40,110216,2,438,13431,12,1,Married,PhD,Business,1
e3428aaf-4709-4977-894b-399d5aae2554,25,38066,6,685,41022,60,1,Married,PhD,Business,0
bad74a09-88cf-48e9-8a8f-b0beb29c9cd0,57,48892,35,841,36029,12,0,Married,Bachelor,Personal,0
0485240d-6a73-4b6d-b361-8b47ecbec8a7,58,95577,10,623,44170,48,2,Divorced,High School,Business,0
d29004cc-f745-45dd-8ba0-9894db0639ae,50,94590,31,372,29011,60,0,Single,Bachelor,Car,1
9c56ac89-2fdd-44ba-a8ad-09f7fa869e79,29,97173,11,688,46459,60,1,Single,PhD,Personal,0
